cause_segment,effect_segment,causality_score
So the first I did was I gave the figure a name.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Though in fact he'd been capeless.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"And said that as he fled the scene, he clicked his heels in rakish glee.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And I gave him a catchphrase in Latin.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Which makes no sense.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
I needed something.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"I'm Catholic, Latin just comes to me.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And that's how the first line got crossed.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"A few days later, I get a letter.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
So I was there with a photographer from the Ram.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"And sure enough, out comes Sheila Beale, student-body president.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Sheila was well-bred.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Sheila had school spirit.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Sheila was the kind of student that Dean McGown wanted more of.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Although rumor had it that he got plenty of her in his office on his desk.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"But that's just a rumor, please do not spread it outside this rumor.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
I myself would never say that.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"The infamous ""no more beer at barbecues"" rule.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"That's right, boo that rule.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
Sheila thought drinking in public was in poor taste.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
I think you know what happened next.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
And that's what made him a sensation on campus.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
People started dressing like him and quoting him in class.,And then I went to the bar to buy a round and I felt a tap on my shoulder.,0
